score,PictureNamingScore,PictureNamingScore,PictureNamingScore,SemanticFluencyScore,SemanticFluencyScore,SemanticFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore
task,cookieTheft,picnicScene,journaling,cookieTheft,picnicScene,journaling,cookieTheft,picnicScene,journaling
filler_word_ratio,0.06743386760849578,0.0853823802824344,0.1099411241632368,-0.031199092934354432,-0.0371284456225129,-0.018135119997781324,-0.05290163001492086,0.006934468313576938,0.00908013500747314
nid_ratio,-0.04043250330191723,0.034436742082929524,0.10243690714246093,-0.10055718378795762,-0.039422842954640026,0.004580073063830292,-0.04677030694306457,-0.012130996120518479,0.009246841503558728
light_verb_ratio,0.06176781628699471,0.07727053340783589,-0.020724498867608656,0.011852287956515883,0.04817263519192075,-0.0034053428810545718,-0.005805953057120098,0.10754905082861493,-0.04445627053060715
freq_verbs,-0.016312310502625084,-0.056036951620816566,-0.05190029142544207,-0.01375334940396828,-0.03429176853205576,-0.04251948567692073,-0.07306792602049675,0.036049402857339485,-0.053513293352302
concr_nouns,0.0009923989469494618,-0.06313828227218217,0.12871632323226145,-0.014142931562794565,-0.05952846491641681,0.05541034484557996,-0.004102212767260381,-0.031235726761616442,0.017237599495259756
concr_verbs,0.02169778304711089,0.07280087023314086,0.07232399153855679,-0.03244744634291902,0.026613356788828972,0.08529613674805471,0.009545030701175388,-0.0335211561558482,0.020171384515339605
eGeMAPS_slopeV0-500_sma3nz_amean,0.03675886729329392,0.02409330462527922,0.0051158351975242496,0.05872552931876353,0.05251732853338658,0.0553804110964035,-0.036729333349500314,-0.03837309771540205,-0.044070945438635226
DET/NOUN,0.035666112269292456,-0.011618099682777511,0.08856703395562875,0.05371106084498518,-0.059451499928354086,0.00891900194701222,0.03286213312011958,0.016917899404216712,-0.012054133069231598
SCONJ,0.01536921015337063,,0.047364431011710534,0.038117371729255,,-0.017029465183678427,0.016879351842857937,,0.07002539132730529
AUX/VERB,0.034816582266537034,-0.019563851916972352,0.014854692823973031,0.04140823579340843,0.04311226361073517,-0.02287983582288579,0.03981923592751251,0.0401779930155761,-0.04048582020111117
eGeMAPS_shimmerLocaldB_sma3nz_amean,-0.05330027042474919,-0.056110934199116766,-0.04821787983401654,-0.01225349997241292,0.003965190917576161,-0.017392950507328832,0.05408936308076308,0.023678817398232355,0.02485873114331904
eGeMAPS_mfcc3V_sma3nz_amean,0.06358929109566598,0.04461907903024686,0.03576176526519884,0.014429398678813581,0.0315882903303549,0.018424729873848404,-0.018022705679138322,-0.01957884712079415,-0.02608504767844871
ADV,-0.05228545588950911,-0.0171273120958519,-0.03606127045655834,0.014750206488451906,0.04769760646319732,-0.02798913462865958,0.01296971612446753,0.0273612359001512,-0.032924544331793024
AUX,-0.005544526757505809,-0.015312290406617185,-0.033370820419609155,-0.02525613495245014,-0.026204532734952834,-0.07950876891669909,-0.00026341759647080173,0.020457793560719386,-0.04422257969752262
INTJ,,0.044137223329133474,,,-0.03386584473695149,,,-0.0025610364162470638,
PART,0.015582394707420791,,-0.015466190210063631,-0.03172065887273559,,-0.06072525828403307,-0.008739109045665383,,0.025409209264668192
eGeMAPS_logRelF0-H1-A3_sma3nz_amean,-0.036936440494426556,-0.03669912372678545,-0.026628704454087403,0.01246340354294629,0.019960976716145436,0.03223629196888498,0.011287333149196735,0.01954386914705667,0.017447487422353018
CCONJ,-0.02752618557745378,-0.006166530113302697,0.0702427149684923,-0.035210830378909444,-0.039337598602260604,0.019595752862520625,-0.0015099838787527194,-0.008619601276256154,0.004060583109009971
eGeMAPS_slopeUV0-500_sma3nz_amean,0.04062809427104281,0.03095785044164078,0.019827570683032238,0.0071413350305448604,-0.004298378336128264,-0.009873606027038701,0.008536657640140617,-0.0017945461267849516,-0.005839105531413792
eGeMAPS_jitterLocal_sma3nz_amean,-0.002169654479681854,0.013246049004575062,0.0008141921506139701,0.011829403653497755,0.026615508037016174,-0.009526380488892969,0.03536118782332872,0.01518484049527592,-0.005808138826844131
